index,Unnamed: 0,content,entity,true_score,new_score,raw_score
13835,482,在群内人员提醒大富科技工作人员要注意信息披露合规，不要在公开场合如此发布信息时，该工作人员还并不认为自己这样做是有问题的，是给大家带来实际福利,大富科技,-1,-1,-1
13845,483,但这3个交易日里，贵州茅台的股价却依次下跌0.58%、1.39%和1.37%,贵州茅台,-1,-1,-1
13883,484,截至2017年7月，银河生物股价从高点已累计下跌63%,银河生物,-1,-1,-1
14003,485,去年同期，西南证券定增项目排名仅在第九位,西南证券,-1,-1,-1
14012,486,对于日前，快鹿与神开股份之间岌岌可危的“联姻关系”也被更多人所关心，如果一旦快鹿与神开股份“离婚”，那么快鹿已经获得的资产也将可能面临“到嘴的鸭子飞了”的情况,神开股份,0,-1,-1
14014,487,7月1日晚，神开股份发布公告称，神开股份董事长孙晔辞职，而公开信息显示，孙晔现任快鹿总裁,神开股份,-1,-1,-1
14015,488,如此，快鹿与神开股份之间的关系更加扑朔迷离,神开股份,0,-1,-1
14028,489,农业类公司存潜在不确定风险1月31日，獐子岛突发公告称部分海域的底播虾夷扇贝存货异常，经年终盘点确认虾夷扇贝大量死亡，需进行存货核销及计提跌价准备约6.3亿元，导致公司2017年度业绩预计亏损5.3亿-7.2亿元,獐子岛,-1,-1,-1
14029,490,獐子岛股价随即大幅下跌，跌幅已累计超过20%，投资者因此遭受意外损失,獐子岛,-1,-2,-1
14045,491,现在就是因为神开股份的处理过程中有了一些误会所以希望他暂时停止工作，所以徐琪后来才发了离职报告,神开股份,0,-1,-1
14053,492,而被申请人所持万科股份仅有10000股和11100股，本次交易失败对其影响微乎其微，被申请人以极低的持股比例动摇金额极高的交易，申请人有理由相信被申请人有滥用诉权、恶意阻止公司重大经营决策，谋求不当利益的嫌疑，为平衡诉讼给双方造成的严重不对等的成本和风险，维护申请人及广大投资者的合法权益，申请人特依据《公司法》第22条第三款，请求法院裁定被申请人提供相应担保,万科,0,-1,-1
14055,493,受本案诉讼影响，本次交易已很难正常推进，并可能最终无法顺利实施，届时不仅万科预期收益落空，为交易支出的成本费用也将彻底损失,万科,-1,1,-1
14065,494,麦达数字表示，此次出售惠赢天下股权的一个重要原因是惠赢天下决定搭建VIE红筹架构，且其商业模式与麦达数字战略匹配度及现有业务的相关度、协同性相对较低,麦达数字,1,-1,-1
14107,495,9月12日下午4点38分，在官方微信公众号上发布一篇《那些年，被万科高层出卖过的大股东》随后秒删，然后更为诡异的是在晚上10点7分，宝能集团微信公众号注销,万科,-1,1,-1
14145,496,由于兴业证券未被暂停保荐业务资格，兴业证券保荐的全部、再融资和并购重组项目即日起恢复受理，兴业证券服务资本市场融资功能得以恢复,兴业证券,1,0,-1
14228,497,最近传言“中关村创业大街的咖啡凉了”，是因为投资者不敢轻易投资,中关村,0,-1,-1
14287,498,就上述时间表看，东吴证券海外市场扩张几乎没有“空窗期”,东吴证券,1,-1,-1
14296,499,1、海通证券：保持乐观兼论三大分歧海通证券荀玉根团队指出：市场三大担忧和分歧是基本面、金融监管、风格切换，我们认为市场中期趋势向上、保持乐观,海通证券,0,-2,-1
14312,500,伊之密自今年以来截至3月18日累计下跌了9.72%，为这10只基金合计带来2155.16万元的浮亏,伊之密,-1,-1,-1
14322,501,近日山东华鹏拟收购安徽沪宁智能科技有限公司(以下简称“沪宁智能”)的计划也落空，在业绩承压的背景下，对于跨界重组屡战屡败的山东华鹏而言，未来公司如何破解业绩承压难题成为关注的焦点,山东华鹏,-1,-1,-1
14323,502,收购沪宁智能计划止步在筹划近三个月后，山东华鹏收购沪宁智能的计划最终以失败收场,山东华鹏,-1,-2,-1
14365,503,欣泰电气欺诈发行一案，证监会于2016年7月5日作出行政处罚决定,欣泰电气,-1,-1,-1
14369,504,欣泰电气将包含虚假财务数据的IPO申请文件报送证监会并获得证监会核准的行为，违反了《证券法》第十三条和第二十条第一款的规定，构成《证券法》第一百八十九条所述“发行人不符合发行条件，以欺骗手段骗取发行核准”的行为，直接负责的主管人员为温德乙、刘明胜,欣泰电气,-1,-1,-1
14371,505,同时，欣泰电气在《2014年年度报告》中未披露实际控制人温德乙以员工名义从公司借款供其个人使用的事项，存在重大遗漏，违反了《证券法》第六十三条的规定，构成《证券法》第一百九十三条所述信息披露违法行为，直接负责的主管人员为温德乙、刘明胜,欣泰电气,-1,-1,-1
14375,506,欣泰电气不服被诉处罚决定和行政复议决定，向北京市第一中级人民法院提起行政诉讼,欣泰电气,-1,-1,-1
14376,507,一审法院经审理认为，被诉处罚决定认定事实清楚，证据充分，针对欣泰电气的处罚幅度适当，对被诉处罚决定及被诉复议决定的作出程序，欣泰电气未持异议，经审查亦均无违法之处，故判决驳回欣泰电气公司的诉讼请求,欣泰电气,-1,-1,-1
14390,508,本案核心的问题是欺诈发行行为，欣泰电气财务会计文件造假，向证监会报送的信息披露文件存在虚假记载，明显不符合证券法规定的条件，对投资者产生了实质误导，从而对证券发行制度和投资者合法权益产生损害,欣泰电气,-1,0,-1
14396,509,1月20日，交通银行湖州分行因违规代保管重要资料，被银监会湖州监管分局罚款人民币30万元,交通银行,-1,-1,-1
14397,510,2月期间，交通银行舟山分行因信贷管理不审慎形成风险、操作风险管理严重违规，被银监会舟山监管分局罚款人民币45万元；交通银行四川省分行营业部信贷资金被违规挪用于申购基金，被四川银监局罚款30万元；交通银行成都高新区支行对贴现资金监控不严导致资金被挪用，被四川银监局罚款25万元,交通银行,-1,-1,-1
14413,511,'（原标题：子公司被调查东方证券港股IPO“生变”）\n眼下正值（600958.SH）港股发行等待通过最终反馈期间，其全资子公司上海东证期货有限公司被证监会立案调查一事，或多或少都为东方证券港股蒙上一层阴影,东方证券,-1,-2,-1
14519,512,'（原标题：证监会修文重拳打击炒壳又一家上市公司或退市）\n图片：@新闻发言人邓舸17日通报欣泰电气涉嫌欺诈发行、信披违规案，证监会依法向欣泰电气出具调查告知书,欣泰电气,-1,-3,-1
14526,513,有券商高管表示，市场上较多质地差的上市公司通过重组避免退市，*ST博元以及欣泰电气案例会给其带来一定的压力，对市场上壳资源盲目炒作一个下马威,欣泰电气,-1,-1,-1
14530,514,值得一提的是，业祥投资此前已将所持有的神开股份全部股权转让给浙江君隆资产管理有限公司，曾在快鹿集团担任高管的多位人士也已经宣布离开神开股份,神开股份,-1,-1,-1
14580,515,”商业城的业绩困局需要指出的是，在重组折戟之下，茂业系掌门人黄茂如目前面对的是商业城连续十一年扣非后归属净利润为负值的窘境,商业城,-1,-1,-1
14583,516,数据显示，2012年、2013年商业城分别亏损约1.28亿元和2.77亿元,商业城,-1,-1,-1
14587,517,商业城也于2015年3月3日起撤销退市风险警示成功实现保壳,商业城,1,0,-1
14618,518,郑重声明：我们没有任何意图，明示或者暗示东方雨虹的高管利用内幕信息进行交易,东方雨虹,-1,-1,-1
14641,519,冯永辉认为，猪价下跌可能是温氏股份第四季度利润下滑的主要原因之一,温氏股份,-1,1,-1
14677,520,”事实上，五粮液在此前回复中国证监会反馈意见时也提到这一问题，“尽管本次发行对象的持股比例有限，但较高的认购金额已足以充分绑定各方利益，调动各方积极性，有效改善公司经营状况和治理机制，提升公司业绩水平，并且为未来继续通过混改完善公司股权和治理结构打下坚实的基础,五粮液,1,-1,-1
14732,521,财报数据显示，广誉远子公司北京杏林誉苑科技有限公司和北京广誉远展览有限公司净利润分别亏损448.34万元及737.44万元，而安康广誉远药业有限公司和陕西东盛医药有限责任公司虽未亏损，但净利润分别仅有15.10万元、230.08万元,广誉远,-1,-1,-1
14736,522,'两天前，孙宏斌承认投资乐视网失败，但同时表示，将想办法将投资的“乐视系”另一标的新乐视文娱做好,乐视网,-1,-1,-1
14756,523,然而，因为购买商品、接受劳务支付的现金同比增长39%，以及支付给职工的薪酬同比增长25%，导致长城汽车的经营活动现金流量净额产生了近11亿的赤字,长城汽车,-1,-1,-1
14764,524,此前，在销量不断攀高的情况之下，由于长城汽车所支付的薪酬缺乏吸引力，导致公司的员工，尤其是技术员工频频跳槽,长城汽车,-1,-2,-1
14771,525,进入2018年，长城汽车的销量似乎仍没有摆脱下滑的势头,长城汽车,-1,-3,-1
14810,526,科大讯飞副总裁、董秘江涛首先回应了“增收不增利”的问题,科大讯飞,-1,-1,-1
14824,527,2月1日晚间，超声电子预告汇兑损失，公司因人民币升值，1月产生汇兑损失约4500万元,超声电子,-1,-1,-1
14833,528,此外，同属阿里概念的华联股份和苏宁易购表现抢眼，华联股份昨日一度冲击涨停，收盘大涨7.38%；苏宁易购也急剧放量大涨，收盘上扬6.59%,华联股份,1,2,-1
14911,529,年报显示，截至2017年末，农业银行不良余额为1940.32亿元，比上年末下降368.02亿元，不良率为1.81%，比上年末下降0.56个百分点，拨备覆盖率为208.37%，资产质量进一步向好,农业银行,1,-2,-1
14919,530,截至收盘，贵州茅台下跌4.57%，报682.05元/股，跌至近一个月以来的低点,贵州茅台,-1,-1,-1
14954,531,上海银行遭遇巨量解禁而跌停，一方面是解禁市值高达500亿元，另一方面则是涉及的高达3万,上海银行,-1,-1,-1
14958,532,今年7月初，贾跃亭在乐视网等相关公司仍深陷困局的情况下飞往美国,乐视网,-1,-1,-1
15034,533,”而在2016年，兰州黄河全年亏损2509.36万元，其中证券投资账面亏损2146万元，占比超过85%,兰州黄河,-1,-1,-1
15037,534,”宋清辉则认为，兰州黄河二股东直接质疑大股东的情况，在上市公司中并不常见,兰州黄河,-1,-1,-1
15136,535,然而，随着这场闹剧的散场，万家文化股价一路下跌,万家文化,-1,-1,-1
15149,536,情人节当晚，万家文化发布两则公告，大意是龙薇传媒宣布最终放弃控股万家文化，主要是因为“缺钱”,万家文化,-1,-1,-1
15158,537,百联股份应声下挫，从最高位的21.51元跌至上周五收盘的18.34元，跌幅达15%，无数不知情追买进去的中小股民损失惨重,百联股份,-1,-2,-1
15174,538,作为2016年的亏损大户，钢铁个股只要结束亏损，就可以为A股市场增加巨大利润，其中目前比较明显的是：重庆钢铁2016年亏损46.86亿元，2017年盈利3.2亿元，一负一正相当于为市场增加了净利润50.06亿元,重庆钢铁,1,-2,-1
15177,539,长期以来大规模探、采矿活动，已造成祁连山地区局部植被破坏、水土流失、地表塌陷；保护区内水电无序过度开发严重，现有42座水电站，不少水电站在设计、建设和运行中对生态流量考虑不足，导致下游河段出现减水甚至断流现象，水生态系统遭受破坏,祁连山,0,0,0
15204,540,据悉，自从实控人债务危机爆发以来，华昌达已接连遭遇非公开发行股票计划和重大资产重组计划等告吹,华昌达,-1,-1,-1
15213,541,房地产板块当中万科和保利这两家龙头也毫不落后,万科,1,1,-1
15222,542,同时，乐视网放弃对本次增资同比例优先认购权,乐视网,-1,-1,-1
15282,543,海天味业公布了年报后第二天股价没涨，还跌了3.25%,海天味业,-1,-1,-1
15366,544,2018年1月，森马服饰也退出了“凯叔讲故事”,森马服饰,0,-1,-1
15371,545,《每日经济新闻》记者注意到，16.5亿股占皖江金租总股本约35.87%，如本次转让完成，渤海金控全资子公司天津渤海租赁持有皖江金租的股权比例将由53.65%股权下降至17.78%股权,渤海金控,0,-1,-1
15384,546,就在爱建集团控制权争夺陷入胶着状态时，证券时报·e公司记者独家获得的一份文件显示，上海市政府一位副秘书长将会同上海市国资委、金融办和统战部相关领导将于今日(6月30日)奔赴广州，与广州基金背后的广州市政府和广州国资委等相关领导会面,爱建集团,-1,-1,-1
15385,547,广州产业投资基金管理有限公司股权示意图据相关知情人士称，这次沪穗两地政府会面，将商讨爱建集团股权纷争的问题,爱建集团,-1,-1,-1
15395,548,今日，上海市政府一位副秘书长将带队赶赴广州，与广州市政府相关领导会商，旨在解决爱建集团控制权争端问题,爱建集团,-1,-1,-1
15396,549,据知情人士分析，双方斡旋结果将直接决定爱建集团控制权归属问题，从而对爱建集团下一步动向起决定性作用,爱建集团,0,-1,-1
15398,550,其中一份举报信核心内容是，指控华豚企业增持爱建集团股权中，涉嫌信息披露严重违法违规及内幕交易等情形,爱建集团,-1,-1,-1
15399,551,该实名举报人称，在华豚企业举牌爱建集团前的3月18日晚间，华豚企业方面顾颉(董事长)、钱永伟等人会见均瑶集团相关人士，前者拟以10亿元补偿，让均瑶集团退出爱建集团,爱建集团,0,-1,-1
15404,552,举报人还表示，当时顾颉透露，准备向市场征集股票(要约收购)，目的是通过征集方式将所有关联账户股票归集起来，规避已有的内幕交易，广州基金为此准备大约70亿资金，该方案能让均瑶集团对爱建集团的定增落空或无限期拖延,爱建集团,-1,-1,-1
15412,553,上述人士透露，会面双方就未来爱建集团董事会席位的分配上发生严重分歧，导致在6月22日双方最后一次会面后，不欢而散,爱建集团,-1,-1,-1
15458,554,港股方面，腾讯控股低开2.8%，截止发稿，腾讯控股跌3.5%，比亚迪股份跌10.89%，联想跌1.2%,比亚迪,-1,-1,-1
15465,555,从工商资料来看，成都鹭燕广福药业有限公司陷“山东疫苗案”之后，鹭燕医药已经从该子公司退出了股权,鹭燕医药,-1,-1,-1
15506,556,近年来太阳能热水器市场有所萎缩，为了扶持各地经销商，太阳雨集团与地产方合作安装太阳雨产品，由公司提供主机，经销商负责产品的落地安装售后,太阳能,0,0,0
15512,557,冯光磊称，近年来太阳能热水器市场有所萎缩，为了扶持各地经销商，太阳雨集团与地产方合作安装太阳雨产品，由公司提供主机，经销商负责产品的落地安装售后,太阳能,0,0,0
15550,558,实际上，2017年年报也显示，若刨除非经常性损益1.15亿元，中百集团2017年归属于上市公司股东的扣非净利润为负4739.72万元,中百集团,-1,-1,-1
15551,559,而公司2015年和2016年归属于上市公司股东的扣非净利润分别为负3764.1万元和负23349.11万元，如此一来，中百集团扣非后净利润已经连续3年为负,中百集团,-1,-3,-1
15566,560,经过公司对中国银行的查询，中国银行确认其并未对集团进行审计，也未发现造假单据及挪用资金情况，媒体报道中涉及中国银行的内容与事实不符,中国银行,0,0,-1
15572,561,一纸批评引出2.22亿元业绩虚增案上交所下发的纪律处分决定书显示，中电广通2015年前3季度财务报表不真实，2015年年报中披露的业务转型信息存在虚假,中电广通,-1,0,-1
15582,562,因此，中电广通虚增业绩虽有粉饰财报的动因，但从结果来看，并不成功(见表1).事实上，由于产品自主可控的要求，以及服务器产品更新换代的加速，尤其是云计算和平台作为突破性技术，对传统产业结构的冲击，中电广通的主营业务板块遭遇巨大困境,中电广通,-1,-2,-1
15593,563,上交所对中电广通2015年违规做法和相关责任人已经作出处罚,中电广通,-1,-1,-1
15594,564,不过，中电广通被处罚的主要责任人已经离职，中电广通的大股东和管理团队也已经变更，相关处罚的惩戒意义何在,中电广通,-1,-1,-1
15599,565,如今，又一起中电广通财务造假案被曝光，除了受到一纸批评的几位时任管理者，还将引发哪些连锁反应，以及是否引发关联投资者的维权行为,中电广通,-1,-1,-1
15675,566,”上述不愿具名的万家乐内部人士透露，“2016年对万家乐来说无异于一场猛烈的暴风雨,万家乐,-1,-1,-1
15699,567,相比于金融业务，输配电设备业务已是万家乐培育十年的老业务，占据营收的三成左右,万家乐,0,-1,-1
15758,568,除上述针对4399的举报外，举报人还称，游族网络曾通过转让西藏晨麒9.4961%的财产份额间接取得厦门四三九九网络2.4%的股权，并表示不涉及关联交易，而实际上游族网络隐瞒了关联事实,游族网络,-1,0,-1
15773,569,揭露日之争据投资者代理人，上海明伦律师事务所王智斌律师介绍，整个庭审持续了近3个小时，本次开庭的被告为大智慧以及立信会计师事务所，共涉及17位投资者，涉及金额207万元,大智慧,-1,-1,-1
15776,570,但是从内容上看，《整改公告》未对2013年财务数据不实作出任何提示；从效果看，2015年1月23日后，大智慧股价不仅未下跌反而大幅上涨，这些都足以说明《整改公告》绝不是对虚假陈述的揭露,大智慧,1,2,-1
15780,571,”激辩系统风险对于投资者损失是否与系统风险有关，大智慧及立信方面均提交了数份证据，试图证明投资者损失是股灾造成的，投资者方面则对此予以了反驳,大智慧,-1,-1,-1
15783,572,”否认构成虚假陈述让人意外的事，庭审中，大智慧和立信方面均表示，不认为大智慧2013年年报造假构成了虚假陈述,大智慧,1,-1,-1
15784,573,事实上，早在去年7月，中国证监会已对大智慧虚假陈诉下达《行政处罚决定书》，并处罚款60万元,大智慧,-1,1,-1
15793,574,根据相关法律法规，凡在2014年2月28日至2015年4月30日期间购买大智慧股票，在2015年4月30日前未完全卖出，且存在损失的投资者均可参与“大众维权易”的维权活动,大智慧,1,-1,-1
15795,575,'1月19日，银监会公布对浦发银行成都分行违规发放贷款案件的处罚结果：浦发银行成都分行被罚款4.62亿元,浦发银行,-1,-2,-1
15803,576,2015年，恒生电子子公司恒生网络研发的HOMS金融投资云平台在场外配资中存在违规违法行为，为此证监会于2016年11月25日对恒生网络作出处罚，没收恒生网络违法所得约1.1亿元，并处约3.3亿元罚款，合计约4.4亿元,恒生电子,-1,-1,-1
15814,577,除了实际控制人发生变更，承德露露的高管层变动也不小，自去年4月以来到现在，有多位高管宣布辞职,承德露露,-1,0,-1
15827,578,目前，在该领域的竞争也是越来越激烈，包括黑牛、六个核桃、达利园等品牌纷纷进入这一市场，这就给包括承德露露、海南椰树在内的厂家带来了较大的竞争压力,承德露露,-1,-1,-1
15828,579,有业内人士指出，承德露露一直以来高度依赖杏仁露，并且对于产品的研发能力也未能跟上,承德露露,-1,1,-1
15853,580,”此外，3月14日公告显示，2015年9月至2017年8月，创兴资源部分股票投资者以其投资损失与公司信息披露违规事实存在因果关系为由，向上海市第一人民中级法院提起证券虚假陈述责任纠纷类诉讼，诉求公司赔偿其经济损失,创兴资源,-1,-2,-1
15863,581,商业城的业绩困局需要指出的是，在重组折戟之下，黄茂如目前面对的是商业城连续11年扣非后归属净利润为负值的窘境,商业城,-1,-1,-1
15883,582,事实上，除了高送转方案刺激的两个涨停外，江铃汽车的股价近一年来表现都十分低迷,江铃汽车,-1,-1,-1
15884,583,据统计，自2017年2月6日至2018年2月6日收盘，江铃汽车股价合计下跌了29.86%，收益在A股26家上市车企中排名倒数第五，而同期、、、、和涨幅均在10%以上,江铃汽车,-1,-1,-1
15907,584,而神州高铁以“文炳荣于2016年10月后已不再是神州高铁的实际控制人”为由，拒绝回答《国际金融报》记者提出的关于文炳荣的提问,神州高铁,0,-0.5,-1
15949,585,野马财经：乐视网现在这么困难，还有几条路可走,乐视网,-1,-1,-1
15950,586,但是两条走不通：比如定向增资，引入新的股东，但是受乐视网2017年亏损的影响，按《创业板上市公司证券发行管理暂行办法》规定，需要连续2年盈利才能做，现在也做不了,乐视网,-1,-1,-1
16062,587,2017年3月，*ST昆机曾自曝财务违规，致使2013年净利润为负，从而出现2012~2016年连续5年亏损的情况，受到市场广泛关注,ST昆机,-1,-1,-1
16104,588,值得注意的是，2017年四季度，老板电器多位高管家属提前撤退，其中，公司董事长夫人沈国英减持了180万股，套现金额近亿元,老板电器,-1,-1,-1
16120,589,不只是七一二，朗新科技、创业黑马、宏辉果蔬、爱乐达等近期走势妖的股票也纷纷炸板跳水,宏辉果蔬,-1,-1,-1
16121,590,另外一个白马股伊利股份，也陷入管理层“出事”的传闻,伊利股份,-1,-1,-1
16136,591,”该人士指出，针对定制家居行业内出现的问题，行业内尚缺乏更详尽的行业标准及规范，各家公司均有自己认可的服务及产品标准，欧派家居作为定制家居行业的龙头企业，也希望在行业相关主管部门及协会的领导下，与行业同仁一同对标准进行规范和制定,欧派家居,1,0,-1
16141,592,周末浦发银行违规授信受到银监会处罚，对银行板块有所冲击,浦发银行,-1,-1,-1
16143,593,此外，对于在招股说明书中有相关承诺的公司，例如欣泰电气大股东承诺在公司被认定造假的时候全面回购股票，那么这一承诺就应该兑现，不能一句没钱就豁免了应尽的义务，应该强制执行有承诺大股东的资产，让小股东减少损失，也是保护退市投资者权益的重要体现,欣泰电气,-1,-1,-1
16146,594,随后出现大反转，当年12月2日，大连热电股价从高点快速下跌至9元，跌幅达到35%,大连热电,-1,-2,-1
16152,595,然而，最新发布的2017年年报显示，大连热电去年净利润下跌幅度高达75.31%，王亚伟旗下两只产品已退出前十大股东,大连热电,-1,2,-1
16154,596,有分析指出，大连热电净利润大幅下滑受到两大因素的影响，包括煤炭价格持续上涨，使得该公司营业成本增长幅度高于营业收入增长幅度，此外政府补贴收入同比减少,大连热电,-1,-1,-1
16211,597,除保荐企业接连被否外，海通证券还涉嫌保荐项目违法违规,海通证券,-1,-1,-1
16240,598,湖南步步高部分超市也停用支付宝除了沃尔玛之外，有湖南地区的消费者称，当地步步高超市暂停支付宝已经有一段时间了,步步高,0,-1,-1
16297,599,然而，此后申万宏源的股价随券商板块一道继续下跌，出现股价与定增价倒挂的现象,申万宏源,-1,-1,-1
16298,600,申万宏源的股价此后再也没有收在12.3元/股的定增底价之上,申万宏源,-1,-1,-1
16357,601,方正证券的两位独董李明高和胡廷华2016年年薪最低，均为4.8万元，税后为3.15万元,方正证券,0,-1,-1
16368,602,对于乐视系资产的处置，孙宏斌在当时的采访中说，乐视网的情况最为复杂，破产重整是一个可行选项,乐视网,-1,-1,-1
16432,603,*ST吉恩的日子确实比较艰难,ST吉恩,-1,-1,-1
16433,604,财务数据显示，预计*ST吉恩2017年净利润亏损,ST吉恩,-1,1,-1
16434,605,2017年前三季度，*ST吉恩已累计亏损9.46亿元，截至2017年12月20日，*ST吉恩金融机构贷款累计逾期本金高达71.94亿元，欠息累计金额11.72亿元，总额超过80亿元,ST吉恩,-1,-1,-1
16445,606,左右倒手雅百特73%利润造假年报中最大的一笔收益竟然造假，雅百特公司胆子的确不小,雅百特,-1,1,-1
16448,607,同年，雅百特与境外公司伪造虚假的建筑材料出口合同，将报关出口至安哥拉的货物运送至香港，然后再由其控制的关联公司将货物进口回中国,雅百特,-1,-1,-1
16450,608,独家曝光10亿元假账出自20平米店铺2015年，雅百特73%的盈利都是假的，雅百特千辛万苦伪造业绩，究竟是为什么呢,雅百特,-1,-1,-1
16451,609,据了解，雅百特肆意造假，和业绩对赌有关,雅百特,-1,-1,-1
16452,610,调查人员发现，雅百特造假成本极低，动辄数亿元的走账，竟然都是在上海一间20平米的小屋内完成,雅百特,-1,-2,-1
16470,611,：终止重大资产重组德新交运公告，因本次重大资产重组置换涉及的拟置入资产未能达到可转让状态，即资产土地使用权未能在公司财务顾问提请内核审核重组预案等文件的最后时间完成产证办理手续，且公司停牌期将满，公司决定暂停筹划资产置换事项暨终止本次重大资产重组,德新交运,-1,-1,-1
16472,612,：非公开发行股票批复到期失效中闽能源公告，由于资本市场环境的变化，公司未能在证监会核准批复文件规定的6个月有效期内完成本次非公开发行股票事宜，批复到期自动失效,中闽能源,-1,-1,-1
16493,613,其中省内市场销售为11亿元，同比下滑了12%，省外市场的毛则超过省内市场的12个百分点，而作为本轮增长趋势最明显的，金种子酒旗下的中高端白酒收入也下滑了13.6%，显然金种子酒的省内市场遭到了挤压和蚕食,金种子酒,-1,-2,-1
16565,614,在贾跃亭今年4月发布的致乐视网股东的信中提道，去年乐视致新净利润亏损6亿多元，直接导致了乐视网净利润的下滑,乐视网,-1,0,-1
16634,615,：实控人拟转让公司1.79亿股以解决30亿元债务问题华昌达公告，控股股东颜华及原实控人之一罗慧共计负债近30亿,华昌达,-1,-1,-1
16651,616,新官火还没烧，上市公司业绩就先陷入尴尬境地，2013年-2016年，科融环境业绩持续下滑，2016年出现1.3亿元亏损；若2017年继续亏损将面临ST处理,科融环境,-1,-3,-1
16659,617,然而，自去年12月18日开始，步森股份遭遇连续跌停，安见科技质押股份一度出现平仓危机，公司多次停牌,步森股份,-1,-1,-1
16671,618,行业红利推上市快车道近日，休闲食品中的坚果品牌三只松鼠拟上市的消息引起热议，但这却并不是个例，此前就有香飘飘、六个核桃冲击IPO,香飘飘,0,1,-1
16698,619,但雪浪环境的情形却似乎与这一常态相反，在利润增长的同时，经营性现金流反而下降，且近三年波动较大,雪浪环境,-1,-2,-1
16816,620,记者梳理公司历年财报发现，从2009年开始，海虹控股的扣除非经常性损益后的净利润全为负数,海虹控股,-1,-1,-1
16817,621,与此同时，海虹控股的总资产和净资产也基本在原地踏步，甚至还比十年前有所缩水,海虹控股,-1,-1,-1
16860,622,孙宏斌在日前接受采访时透露，乐视网目前极度缺乏资金，已经资不抵债，75亿元债权今年很多要到期，其中大多都是乐视网非上市体系对上市公司的欠款，就算变卖核心资产也不够还债,乐视网,-1,-2,-1
16882,623,斯太尔最近麻烦不断，经历了公司易主、控股股东未达业绩承诺及陷入法律纠纷等，且2017年的业绩预告也显示了公司利润出现大幅亏损,斯太尔,-1,-1,-1
16885,624,如金亚科技(300028)2017年11月13日晚公告，因金亚科技2014年伪造财务数据、2014年年报虚增利润总额8049.55万元等，公司及高管收到证监会下发的《行政处罚及市场禁入事先告知书》，对金亚科技给予警告，并处以60万元罚款,金亚科技,-1,-1,-1
16920,625,随着酸奶市场的竞争白热化，天润乳业省外拓展受公司品牌影响力若影响，省外份额虽然在增加，但是压力和成本都很大，近几年公司业绩已经出现放缓,天润乳业,-1,-1,-1
16930,626,让笔者感到疑惑的是，为什么在此前ST生化涨势如虹时会突然出现大跌,ST生化,-1,-2,-1
16931,627,其实，近期除了ST生化遭遇要约收购外，此前平安要约收购、汉阳区国资办要约收购、广州基金要约收购等案例亦频频出现,ST生化,-1,-1,-1
16976,628,'股价在两个跌停后昨日又现涨停，证券界人士警示风险乐视网股价缘何再现涨停乐视网股价的震荡反复已经让人感到不可思议,乐视网,-1,1,-1
16982,629,直到13时30分以后，乐视网股价突然开始拉升，一路拉至涨停,乐视网,1,0,-1
16988,630,而就在前一天，乐视网股票也在跌停板上遭遇了大手笔资金买入,乐视网,-1,-1,-1
17005,631,其实老板电器数据并不算差，快报披露2017年实现净利润14.5亿元，同比增长20.18%,老板电器,1,-1,-1
17015,632,”系列改革后，中国一重中层干部由320人缩减至190人，减少比例高达40%，本着职工自愿、双向选择等原则，公司制定了提前退休、内部退养、转岗培训等6条安置通道，解决了干部能上不能下的问题，公司管理人员占比降至6.5%，一线人员比例升至57.2%,中国一重,0,-2,-1
17045,633,尽管新奥股份2月10日再次发布公告强调，高管调整是基于新奥股份整体组织机构变革所做出的安排，辞去职务的人员除了马元彤继续被聘为新奥股份副总裁之外，其他9人分别调整到公司下属的能源化工和威远生化业务板块负责相应的生产经营，并未离开新奥股份，不会对正常生产经营造成重大影响,新奥股份,-1,1,-1
17064,634,但Santos作为一家亏损额度高达11.04亿美元的油气商，可能会长期拖累新奥股份的业绩表现,新奥股份,-1,-1,-1
17070,635,去年前三季度，*ST烯碳归属母公司股东净利润亏损1.26亿元，全年能否扭亏目前仍难判断,ST烯碳,-1,1,-1
17071,636,但不同的是，有关*ST烯碳财务造假行为，证监会已于去年12月底向公司下发了《行政处罚决定书》，其中并未涉及因重大违法行为被强制退市的内容,ST烯碳,-1,-1,-1
17111,637,但我们不能简单以市值论中国中车的企业价值，如果我们没有做到技术突破、自主核心知识产权，如果我们的政府没有统筹考虑社会效益，那么我们不会那么快、也不会以当前如此低廉的成本，享受到高铁带给整个社会的便捷、高效、舒适,中国中车,1,-2,-1
17122,638,2010年中国石化的业务规模增速因为09年的需求刺激仍然有个高增长后快速回落，但是2010-2013年的油价处在高位，所以我们看到了中国石化的业绩顶峰出现在2011年，2012-2013有所回落但还不错,中国石化,-1,-1,-1
17123,639,但是在油价快速下跌的2014年及之后，中国石化业绩大幅萎缩,中国石化,-1,-1,-1
17129,640,我们首先等待检验今年中石化能不能做到600亿的净利润，其次再去考虑假中国石化重回700亿的盈利巅峰，我们将给出怎样的估值水平，尽管重回盈利巅峰本不是件容易的事,中国石化,-1,-1,-1
17181,641,工商银行行长谷澍对此表示，去年工商银行不良贷款下降的原因主要有两个：一是宏观经济形势向好；二是在过去几年间，工行在信贷体制方面做出了很多努力和改革,工商银行,1,-2,-1
17186,642,乐视网去年亏损116亿元，但今年1月复牌以来交易依然活跃，股价经历两次涨跌反转,乐视网,1,-1,-1
17195,643,随着大西洋洋流系统减弱和北极气旋不断南下，极端气候不断来临，气候开始转冷,大西洋,0,0,-1
