index,sentence,entity,score
8838,当天，乐视网股价以2.56%涨幅收盘，13日高开之后迅速拉升至涨停，股价升至6.16元，交易金额超8亿元—尽管投资者们清楚，远在美国洛杉矶的法拉第未来与乐视网之间毫无关联,乐视网,1
8843,暗自较量的资本手腕2017年春节过后，乐视网积极迎接二股东孙宏斌的正式进驻,乐视网,1
8848,对孙宏斌来说，虽然辞去了乐视网的董事长，但一定不会成为旁观者,乐视网,1
8885,招商证券的分红数额增加最多，拟由2016年的每10股派现1.89元(含税)增加至3.46元(含税)，本期实际分配现金股利总额达23.18亿元，占公司2017年合并报表归属于母公司所有者的净利润的40.06%,招商证券,1
8886,此外，作为目前净利润排名第四的上市券商，招商证券在2017年全年实现净利润57.86亿元，同比增长7.08%,招商证券,1
8892,作为券商第一梯队中的龙头券商，中信证券在2017年顶住了市场变动压力，投资业务和资管业务助力业绩收益，实现归属于母公司股东的净利润114.33亿元，同比增长10.30%，在目前已披露年报的上市券商中排名第一,中信证券,1
8897,太平洋证券虽在2017年年度的分红数额较少，但在业绩压力下坚持为股东分红，实属不易,太平洋,1
8916,随着海外新能车崛起，新宙邦电解液有望“价高量升”,新宙邦,1
8929,2月8日早盘，乐视网(300104)在经历了连续12个跌停后终于开板，截至发稿，乐视网已上涨7.26%，成交额突破30亿，换手率高达23.44%,乐视网,1
8965,孙宏斌实际控制的仅通过天津嘉睿在2017年1月入股乐视网，拥有乐视网8.56%的股权,乐视网,1
8977,虽然，外界多将此举解读为孙宏斌将乐视网此前累积的亏空一次“出清”，但是，这也表明孙宏斌对于未来几年乐视网业绩回暖的不自信，毕竟亏空一举清空后来年业绩压力相对就减少很多,乐视网,1
8993,上述新华保险负责人表示，其目前的转型发展之道可以总结为“六降六增”——保费降、价值增；“三高”降、“保障”增；趸交降、期交增；退保降、续期增；人力降、效率增；产能降、件数增,新华保险,1
8994,值得注意的是，保费小幅下降的另一面，新华保险的新业务价值实现了同比18.1%的增长，“一降一增”的背后，是新华保险的业务结构调整的体现,新华保险,1
8995,“新华保险大力发展保障型产品和期交产品，聚焦个险，优化之前银保渠道占比较高的渠道结构，提高公司利润水平和价值水平,新华保险,1
9006,'破700了，11月16日，贵州茅台盘中最高达719.96元，继续创出新高，截止收盘报719.11元，涨幅4.51%,贵州茅台,1
9008,另外，不得不说，贵州茅台上涨的速度也越来越快，脚步也越来越坚定,贵州茅台,1
9012,根据三季报显示，贵州茅台前十大股东持股比例达到75.33%，第一大股东茅台酒厂(集团)有限责任公司持股61.99%，茅台酒厂集团技术开发公司持股比例2.21%为第三大股东,贵州茅台,1
9033,东方财富本月涨幅也已达到12.42%，7月28日晚间，东方财富披露了2017年半年报，虽然净利润同比出现下降，但证券业务收入规模实现大幅扩张，机构仍然看好公司未来的发展前景,东方财富,1
9037,温氏股份股价强劲反弹作为创业板第一大市值公司，温氏股份在7月和8月走势截然相反,温氏股份,1
9039,进入8月份，温氏股份股价展开反弹，并在8月8日收获1个涨停，这也是该股今年以来录得的第1个涨停,温氏股份,1
9040,截至9日收盘，温氏股份月内涨幅达7.42%,温氏股份,1
9086,数据显示，西部证券2017年度实现营业收入31.70亿元，较上年同期的34.06亿元减少了6.94%；实现归属于上市公司股东的净利润7.36亿元，较上年同期的11.25亿元减少了34.52%,西部证券,1
9090,西部证券自营业务准确把握大类资产配置方向，取得良好的经营成果,西部证券,1
9113,第一、2014年制定的第四个十年发展规划，即“万亿大万科”、建设生态系统的规划不能变；第二、合伙人的机制不会变,万科,1
9153,对于前海人寿的介入，格力电器的掌门人董明珠明确表示，“如果真正是投资者，是谁都没有关系，如果仅仅想用金融杠杆来搞发展，对中国来讲，我认为是灾难性的,格力电器,1
9155,到2015年年底时，“宝能系”合计持有万科A的股份数量达到22.11亿股，占总股本的20.008%，正式取代华润成为万科第一大股东,万科,1
9156,至此“宝能系”和万科管理层的交锋也正式进入白热化阶段，为了能够保证控制权，万科管理层不得不紧急停牌，四处找“救兵”,万科,1
9167,截至1月25日收盘，中信银行指数开年迄今上涨了13.27%，在中信行业指数中的涨幅排名仅次于房地产板块，位列第二位；此外，开年迄今涨幅超过10%的行业板块还包括了石油石化和家电板块,中信银行,1
9202,相信绝大部分人都不知道铼，笔者也不知道，中学背元素周期表没有背到后面，完全没有印象，因为炼石有色被炒起来之后才知道铼，错过炼石有色，就是没有文化、对元素周期表研究不透的直接后果,炼石有色,1
9208,与之类似，券商股表现抢眼的也主要以大盘券商股为主，其中，中信证券2018年以来涨幅达到18%，并创反弹以来新高,中信证券,1
9210,此外，浓香型白酒还有无限循环续茬发酵、独特的中高温大曲、低温入池、缓慢发酵等独特性，这种独特性还包括如五粮液独特的跑窖循环、科学的原料配比等工艺技术，都彰显了浓香型白酒的工艺精髓,五粮液,1
9212,从入量看，洋河股份获得外资净买入量仅次于、和,洋河股份,1
9215,高端酒快速增长步入百亿阵营据了解，2017年，洋河股份产品梦之蓝系列实现了快速增长，上半年增速超过40%，下半年增速超过70%，按照销售口径，梦之蓝已经进入百亿阵营，目前这个阵营中的产品还寥寥无几，而且是在梦之蓝大幅度提价的背景下实现的,洋河股份,1
9232,洲际油气近年发展并不顺利，在2017年成为首家遭遇控股股东股权质押爆仓的上市公司，控股股东广西正和所持有的6.65亿股(占总股本29.38%)很快被轮候冻结,洲际油气,1
9240,：近期获得402亿元重大项目中国建筑(601668)3月28日晚间公告，近期，公司获得广东珠海横琴文杉高科技小镇工程项目等4个房屋建筑重大项目及河南濮阳黄河公路大桥及连接线工程项目等7个基础设施重大项目，项目金额合计402.2亿元，占公司2016年营业收入的4.2%,中国建筑,1
9247,海联金汇公告的区块链落地合同，一方面实现了上市公司在区块链应用上的收入和利润的实质性突破、利好上市公司2018年净利润快速增长，另一方面也体现了海联金汇9项区块链发明专利和2项软件著作权厚积薄发的技术储备、体现了车车科技在千亿市场规模的互助社群领域的战略布局和卡位、更体现了华为云在区块链领域攻城掠地的战略雄心,海联金汇,1
9248,可参考去年11月白马股调整时的情形，当时一方面贵州茅台估值是否合理被质疑，另一方面陆港通资金自去年10月开始撤离，资金面与消息面共振引发了当时的调整，目前在流动性平稳的状态下，消费白马股仍具安全边际,贵州茅台,1
9267,陈继豪(高溪资产合伙人)：贵州茅台的基本面大家有目共睹，明年茅台酒产能并没有大幅度提升，仅仅增加1000多吨，这样的增量和目前市场的需求相比存在巨大的缺口，供求状况将更加紧张,贵州茅台,1
9270,贵州茅台明年还要上涨，这是确定的,贵州茅台,1
9286,在公告中，乐视网再次明确了持有公司5%以上股份的股东目前没有增持或减持公司股票的计划，从而击破了市场上盛传的融创中国将转让所持乐视网股份或接手贾跃亭所持股权的传言,乐视网,1
9291,有分析人士认为，即使刘淑青未能出任董事长，融创在乐视网董事会中的地位依然不会改变,乐视网,1
9297,刘淑青也曾“力挺”乐视电视，称电视业务是乐视网未来发展的基础,乐视网,1
9318,如果没有意外，这几日乐视网就有开板的可能——周五，乐视网股价刚好达到多家机构预测的3.9元——乐视网真正的大戏，就要上演了,乐视网,1
9324,彼时，奥赛康药业已获得上市批文拟即将登陆创业板，不料上市前夕，公司却因发行规模和老股转让规模较大遭质疑，最终暂缓发行,奥赛康,1
9329,龙头【三一重工】预计业绩20.3-21.1亿元，较2016年2亿元提升显著，而行业高景气度叠加液压泵阀国产替代带动下，【】2017年业绩3.7-4亿元，同比+400%以上；高空作业龙头【】国内外多点开花，2017年业绩预计约2.8亿元，同比+65%；2017年下半年以来，随着稳步上升，油服海工行业也开始逐渐回暖，带来订单改善明显,三一重工,1
9371,需求侧结构转变导致鲁抗医药的泰乐菌素等专业兽用抗菌素需求增加、供给侧环保压力导致市占率超过50%的宁夏泰瑞停产且2018年复产可能性很低，泰乐菌素系列产品的价格持续上涨,鲁抗医药,1
9373,比亚迪汽车供应体系封闭而完善，但由于汽车产业链长，环节众多，因此部分环节公司自己生产供应并未能获得成本技术优势,比亚迪,1
9377,随着中国医药产业国际化趋势发展，越来越多的企业在提升国际化的理念，参与国际分工的意识与能力都在提高，包括应对贸易摩擦的能力也在提高,中国医药,1
9390,次新银行的市净率则依然维持在高位，其中张家港行和无锡银行的市净率较高，达到3.69倍和3.03倍,无锡银行,1
9403,不过对于招商银行的强势表现，认为还“远远不够”，Jefferies分析师VictorWang等人在22日报告中称，招商银行的零售业务有巨大增长潜力和高进入门槛，有助该股价值重估；如果估值来到12倍且获利年均增长率达到20%，有望使其五年内成为“五倍股”,招商银行,1
9421,大部分上海投资者认为，对于乐视网的事情已经无可奈何失去信心，认为投资的风险很大,乐视网,1
9465,差点上演“地天板”走势自复牌以来，乐视网已经迎来了11个跌停,乐视网,1
9468,截至2月8日收盘，乐视网上涨5.39%，报收5.08元，成交金额达41.1亿元,乐视网,1
9474,私募：安全是第一位的《每日经济新闻》记者发现，在2月8日乐视网由跌停转上涨的同时，也在29个跌停板后，盘中破板拉升翻红，竟然最终上演“地天板”,乐视网,1
9484,公司强调，交易计划获得公司大股东中国兖州煤业及56%控股股东兖矿集团的全力支持,兖州煤业,1
9495,两年多前，“宝万之争”大戏开场，姚振华的宝能系拿出20亿元资金撬动132亿元，最终以450亿元成为万科的第二大股东，如果按万科一度42元/股的价格计算，宝能系浮盈600亿元,万科,1
9508,为什么乐视网股价会表现如此强势呢,乐视网,1
9515,3月14日，白色情人节，孙宏斌跟乐视网的关系，却正式宣告了结束，然而直到今天，憋了许久的他才得以“袒露心声”，在撇去了牵手时的浪漫情愫之后，孙宏斌也终于可以跟大家讲讲乐视网现如今的真实情况,乐视网,1
9530,其中，沪电股份业绩预告最为突出,沪电股份,1
9533,这当中，鞍钢股份以接待15家海外机构的抱团扎堆调研，成为了6月以来最受海外机构欢迎的公司,鞍钢股份,1
9536,方大炭素一度大涨超过9%，创出新高，吸引了不少活跃资金的注意，也营造出了一种题材炒作近乎疯狂的氛围,方大炭素,1
9545,在已形成领先优势的机构业务方面，招商证券不断完善以托管、交易、投研为核心的综合服务体系，进一步巩固差异化优势,招商证券,1
9549,“招商证券向来鼓励跨境合作，在港投行业务竞争力也在逐年上升,招商证券,1
9557,曹欧劼表示，此次举牌是出于对神农基因未来发展的信心及对其良好投资价值的预期，她将积极支持上市公司长期、健康、稳定发展,神农基因,1
9587,数据显示，比亚迪A股较H股溢价率2016年2月时曾达到73.84%，随后开始一路走低，至27日时仅有5.32%，无限接近于港股市场,比亚迪,1
9600,贵州茅台继27日迎来2.33亿净流入后，28日再度迎来1.53亿元净买入,贵州茅台,1
9601,对应今年的A股市场可以看出，以贵州茅台(600519.SH)为代表的白马股10月以来连续上涨，并成为市场关注的焦点，相关标的流动性得到保证，进而对其股价带来正面影响,贵州茅台,1
9613,按年报出台时贵州茅台的收盘价714.74元计算，贵州茅台的市盈率为33.15倍，对于蓝筹股来说，这显然是一个并不低的市盈率指标，至少可以认为贵州茅台的股价得到了充满的挖掘，甚至有些偏高,贵州茅台,1
9617,前2个月行业数据优于我们的预期，中小创估值回升也一同拉升快递业估值上修，推荐PEG最具性价比的韵达股份,韵达股份,1
9624,其中，福耀玻璃被淡马锡富敦投资有限公司和加拿大年金计划投资委员会两家QFII持有；年报显示，2016年福耀玻璃实现报净利润31.44亿同比增长20.67%,福耀玻璃,1
9636,统计数据显示，2010年到2016年，精华制药累计实现净利润4.3亿元，累计分红7次，累计现金分红9210.97万元，分红率为21.38%,精华制药,1
9639,数据显示，美林国际去年四季度新进东阿阿胶813.25万股最高，按公司当时均价57.86元算，美林国际买进成本约在4.71亿元，以公司周五收盘价58.33元算，市值4.74亿元,东阿阿胶,1
9643,中报数据显示，代表北上深股通港资的香港中央结算有限公司增持成为大族激光第二大流通股东，持股比例升至总股本的3.09%,大族激光,1
9656,6月28日，乐视网举行2016年股东大会，融创派驻乐视网的代表刘淑青与郑路分别当选乐视网非独立董事与独立董事，获得乐视网董事会否决权,乐视网,1
9661,此外，贾跃亭彻底退出乐视网管理层之前，曾精准收回对乐视网借款，深交所要求乐视网逐笔说明公司向贾跃亭还款的时间、金额及还款原因,乐视网,1
9662,9月27日，乐视网正式公告，拟更名“新乐视”，力图与贾跃亭及原乐视划清界限,乐视网,1
9664,12月15日，乐视网正式公告，公司董事会同意聘任刘淑青为公司总经理，同时变更公司法定代表人为刘淑青,乐视网,1
9674,以乐视网停牌前的收盘价15.33元计算，贾跃亭质押的乐视网股份市值达到156.37亿元,乐视网,1
9682,以牛散章建平为例，他参与乐视网的定增共投入11.19亿元,乐视网,1
9710,2月6日，沃森生物申报的13价肺炎球菌多糖结合疫苗上市申请获得国家药监局受理,沃森生物,1
9715,智飞生物还开发了检测结合病的试剂，将与微卡一并推向市场，预计年销售规模也可达20亿元,智飞生物,1
9723,PVC手套同时广泛应用于食品、电子和制药等领域，蓝帆医疗公司综合竞争优势强,蓝帆医疗,1
9724,蓝帆医疗积极布局投资建设丁腈手套项目，一期工程已经于2017年6月投产，实现产能20亿支/年，从2017年下半年开始丁腈手套逐步放量，公司预计在2018年持续扩增40亿支/年丁腈手套产能，开启业绩增长新引擎,蓝帆医疗,1
9747,旗滨集团业绩弹性较大,旗滨集团,1
9777,此处，巴士在线也已足够审慎,巴士在线,1
9779,部分强势股三季度筹码分散（）近日，化工行业龙头股万华化学三季报正式公布，公司在今年三季度实现单季度29.5亿元的净利润，创下公司上市以来单季盈利新高,万华化学,1
9807,预期后期陆续注入上市公司，未来两年爱尔眼科将迎来并购高潮,爱尔眼科,1
9814,冀中能源较为典型，对于该股，表示，公司是河北省煤炭龙头企业，受益煤价维持高位，预计2017年公司盈利有望大幅回升,冀中能源,1
9832,中银国际证券分析，视觉中国拥有近乎垄断的专业视觉内容资源，专业的版权保护能力为公司图片资源构筑技术壁垒,视觉中国,1
9837,浙江中泰创赢资产管理有限公司增持康得新当时均价为18.21元/给-18.83元/股，目前公司股价为18.72元/股,康得新,1
9847,而苏宁云商去年上半年获得公司第二大股东苏宁电器的两次增持，增仓参考市值约34.38亿元,苏宁云商,1
9852,根据统计显示，恒大通过其控股的昱博投资、奕博投资、悦朗投资、凯轩投资、广域投资、欣盛投资、仲勤投资等7家全资公司，于2016年7月25日至11月30日之间买入万科股票，增持价格从17.26元/股一直买到27.23元/股，而目前万科的股票价格为20.58元/股,万科,1
9873,加之此前鲁伟鼎持有万向三农5%的股份，本次股权继承后，鲁伟鼎持有了万向三农100%的股份，间接成为了承德露露的实际控制人,承德露露,1
9882,但朱丹蓬认为：“承德露露与养元饮品的核心问题是产品的升级和创新仍然没有做好,承德露露,1
9898,当中，锡业股份(000960)预计2017年1-6月实现净利润34000万元至39000万元，公司上年同期净利润620.69万元，按此算，增幅达5377.77%-6183.33%,锡业股份,1
9917,通过不断的兼并收购，盛屯矿业扩大了资源储备，发展海外业务，布局新能源板块，为提升行业地位创造了良好的外部环境,盛屯矿业,1
9918,同时，盛屯矿业的资产规模、资产质量、盈利能力、抗风险能力都得到有效提升,盛屯矿业,1
9923,另一方面，盛屯矿业以矿山资源的加速布局切入新能源领域并积极向海外拓展，增加战略资源储备，助力公司持续布局新能源领域,盛屯矿业,1
9927,通过入股CMI参与赞比亚Kitwe铜钴尾矿库(达产后25000吨铜、2200吨钴)和姆纳里镍矿(4650吨镍)的开发，盛屯矿业有望切入新能源钴镍领域，丰富有色矿业布局，打开新增长,盛屯矿业,1
9931,虽然，盛屯矿业业绩增长势头强劲，但《号外财经》在公司发布的2017年业绩预增公告中注意到，去年同期公司非经常性损益为-7855.95万元，主要为金属期货处置、公允价值变动损益及基金、证券分红、处置损益-9492.05万元，所得税影响额2673.73万元，固定资产处置-1575.47万元，政府奖励款498.54万元,盛屯矿业,1
9963,此次增持前，三峡集团未持有国投电力股权，增持完成后，三峡集团共持有国投电力公司股份3.39亿股，约占公司总股本的5%，一跃成为国投电力重要股东,国投电力,1
9976,“无主上市公司”焦作万方在近一个月以来股东增持股份数量与公司股权之争不无关系，前三大股东股权比例相差不大，和泰安成还表示，此次权益变动后，不排除在未来12个月内进一步增持上市公司股份的可能性,焦作万方,1
9977,对于增持的原因，和泰安成表示认可并看好焦作万方的未来发展前景，通过深交所交易系统增持焦作万方股份,焦作万方,1
9992,表示，长江电力及一致行动人基于对上市公司经营理念、发展战略的认同，及对上市公司未来发展前景的看好，从而进行的一项投资行为,长江电力,1
10004,长年深耕通航产业的中信海直，如何把握机遇走出业绩低迷,中信海直,1
10016,鉴于业务板块中一业独大存在的风险，中信海直提出协调发展五大业务板块，希望成为通用航空综合服务提供商，而不仅仅依靠海上石油这一核心业务,中信海直,1
10025,比如说净利润最大变动为203%，净利润最大变动为200%，净利润最大变动285%，当然这里面依然很大程度上受到了供给侧改革、去产能、涨价等的影响，但是这也解释了中国石油这样的股票上涨的部分原因,中国石油,1
10034,近年来，驰宏锌锗积极顺应产业发展导向，努力发展绿色循环经济，构建了“风险地质勘探-矿山无废开采-冶炼清洁生产-‘三废’循环利用-稀综合回收-产品精深加工”的全产业链发展模式,驰宏锌锗,1
10060,当时乐视网总融资额达到48亿元，按照“10送10加分红”后的现有股本计算，定增成本价在25元/股，也就是说按昨天的收盘价计算已经浮亏八成以上，几大股东合计亏损超过36亿元,乐视网,1
10098,根据此前乐视网有关公告，其已通过邮件向贾跃亭取得确认，后者所有股票质押式回购交易已触及协议约定的平仓线，且其所有股票质押式回购交易均已违约,乐视网,1
10116,以中信证券为例，根据相关合约，中信证券分别于2015年7月6日和2015年9月1日出资共计211.09亿元投入证金公司的相关专户,中信证券,1
10122,重点推荐(300316)，建议关注(002371)、(300604)、(603690)……【】投资建议：重点推荐行业龙头股：和；资源类房企：和华侨城A；二线排头兵：、、、和；租赁类公司：、和……【】短期来看，板块有望继续受益于科技概念股爆发及业绩预喜利好，建议关注两条主线,华侨城,1
10156,万科的股价也是水涨船高，屡屡创出新高，“沉默”的宝能系和姚振华继续低调地持有着万科的股份,万科,1
10162,建议重点关注未来有望成长为行业新龙头的华泰证券,华泰证券,1
10163,推荐关注：中信证券、、、、,中信证券,1
10176,光线传媒旗下投资的动漫公司拥有如大鱼海棠、查理九世、昨日青空、大护法、星游记等动漫IP，同时光线彩条屋影业发布了2019年的国产动画神话三部曲《哪吒之魔童降世》、《姜子牙》和《凤凰》,光线传媒,1
10179,至于举牌缘由，相关方称是基于支持瑞康医药长远发展目的,瑞康医药,1
10190,对于增持原因，公司表示，中金集团及一致行动人是看好新南洋业务的发展而进行的战略投资布局,新南洋,1
10216,万年青成为机构最大力度买入的股票,万年青,1
10250,上汽集团低估值特征明显近30日内，给予上汽集团“买入”或“增持”等看好评级的机构家数达到24家,上汽集团,1
10252,桐昆股份业绩将大幅提升近30日内，包括、、证券、华创证券等在内的28家机构给予桐昆股份“买入”或“增持”等看好评级，位居A股首位,桐昆股份,1
10257,(2)17年以来不少中小银行出现存款缩表，但上海银行存款环比增速在逐季提升,上海银行,1
10258,在资产负债结构深度优化的背景下，贷款占比持续提升，而存款环比增速亦逐季走高，叠加行业存贷利差稳步提升的大趋势，我们判断18年上海银行净息差必将显著走阔,上海银行,1
10262,目前公司2017-2019年PB分别为0.98X、0.86X、0.74XPB，我们认为上海银行在城商行中理应享有溢价，主要原因在于：(1)解禁后一周交易量为5.7亿股(剔除正常情况下日均交易量)，占自然人股东份的73.1%，自然人股东抛售大部分出清，扰动公司股价走势的负面情绪基本消除；(2)息差拐点显现，18年将显著走阔；(3)不良认定严格，拨备计提充足；(4)加码布局消费金融及科创金融将成为推动公司未来业绩增长的新动力,上海银行,1
10281,华谊兄弟2017年实现营业收入38.71亿元，同比增长10.49%；归属于上市公司股东净利润为8.28亿元，同比增长2.50%,华谊兄弟,1
10282,值得提到的是，华谊兄弟2017年影视板块的出色表现是公司业绩的主要推动力,华谊兄弟,1
10283,2017年华谊兄弟影视娱乐板块实现营业收入32.80亿元，较上年上升了28.04%，电影方面，《摔跤吧,华谊兄弟,1
10306,其中，锂电池概念长园集团去年净利有望超过10亿元，据此折算的市盈率不到22倍,长园集团,1
10311,反观宁行转债，宁波银行的前三大股东宁波开发投资集团、华侨银行、共持有超过50%的转债，实际流通的转债可能小于50亿，当然这对于一般的需求也已经足够,宁波银行,1
10312,光大银行是光大集团旗下的全资银行，持续得到集团支持,光大银行,1
10326,推荐华东医药、(002007)、(000999)、(600436)等标的，关注(600079)等,华东医药,1
10330,据国海证券2016年一季报数据显示，国海证券一季度实现营业收入9.24亿元，同比下降8.76%；归属于上市公司股东的净利润3.30亿元，同比下降20.62%,国海证券,1
10331,此外，国海证券一季度实现经纪业务手续费净收入2.18亿元，同比下降56.08%，主要因证券市场交易量下降，代理买卖业务收入减少所致；实现投资收益1.69亿元，同比增长33.44%，主要因公司本期持有金融资产期间取得的分红和利息及处置金融资产的收益增加,国海证券,1
10337,正是在这样良好的前景之下，用友网络也获得了业内投资大佬的关注,用友网络,1
10350,而在1月9日接受记者采访时，新晨科技董秘办工作人员也表示，不方便介绍公司的区块链技术应用，希望一切以公告为准,新晨科技,1
10383,北京银行副行长许宁跃表示，目前正积极运作投资子公司相关事宜,北京银行,1
10388,2016年1月，宁波银行董事会审议通过了拟发行可转债总额为不超过人民币100亿元的议案，并于当年2月获得股东大会通过，2017年11月24日方案获得证监会核准,宁波银行,1
10393,今年5家上市银行申请获批除了宁波银行积极推进可转债外，近期江阴银行也在这方面有突破性进展,宁波银行,1
10398,从预告公布的增长幅度看，37家公司预期一季报净利润同比预增50%以上；26家公司净利润有望实现翻倍增长；目前，增长预期最高的当代明诚(600136)，5000万元~8000万元的净利润，相比2017年一季度预计增长19234.88%~30835.81%,当代明诚,1
10406,【重大事项】：成为宁德时代相关项目的批量供应商中鼎股份公告，近期收到宁德时代通知，公司成为“A75项目”、“A26项目”两个项目新能源汽车电池包内冷却系统减振类产品的批量供应商,中鼎股份,1
10408,'3月29日晚间，沪深两市多家上市公司发布公告，以下是重要公告摘要，供投资者参考：【增减持】：西藏锦桐拟减持公司不超3%股权德展健康公告，持有公司6.9325%股权的股东西藏锦桐创业投资有限公司计划在三个月内以集中竞价方式和方式，减持公司不超过总股本3%的股权,德展健康,1
10460,昨日不少医药股换手率高企，盘龙药业昨日换手率达到60.58%，的换手率达到56.56%,盘龙药业,1
10465,交易所的盘后公开信息显示，交大昂立获得了资金的追捧，资金净买入1305万元,交大昂立,1
10468,建议关注行业龙头山鹰纸业(600567),山鹰纸业,1
10471,2017年，中光防雷启动并购华通机电计划，进一步完善军工产业布局,中光防雷,1
10479,目前，中光防雷已从上市之初业务主要聚焦在通信行业，逐步扩展到航天国防领域、铁路与轨道交通领域、新能源领域,中光防雷,1
10480,近年来，中光防雷持续进行新产品的研发，以满足不同行业客户不断出现的新需求，其研发投入金额持续增长,中光防雷,1
10485,在未来三年内，中光防雷将努力拓展军工、电力、新能源、石油防雷市场，改变此前业绩依赖通信行业的局势，实现业绩来源于“5G通信+军工+高铁+新能源”四轮驱动格局,中光防雷,1
10504,据披露，2017年全年，华泰证券实现营业收入211亿元，同比增长24.71%；归属于上市公司股东的净利润92.77亿元，同比增长47.94%,华泰证券,1
10506,经纪业务占比下降经纪业务历来是华泰证券的核心业务,华泰证券,1
10509,据年报披露，2017年，华泰证券实现财富管理业务收入(经纪业务包含在财富管理业务中)84.5亿元，占公司总营收的比例为40.3%，比2016年下降了多达15.3个百分点,华泰证券,1
10513,火山君注意到，值得一提的是，华泰证券在打造财富管理平台的过程中注重融入金融科技元素，例如，公司认为，通过涨乐财富通APP为平台的零售业务体系可以和以投资顾问为核心的财富管理体系形成协同效应,华泰证券,1
10541,德银青睐“梅妃”恒大持股不变而A股市场著名的老庄股梅雁吉祥则获得了德意志银行的青睐的，年报数据显示，德意志银行去年四季度新进梅雁吉祥，买入785万股，持股市值逾4700万元，位列第七大股东,梅雁吉祥,1
10543,在恒大短炒闹剧被监管层喊停后，市场可能更关注其业绩表现，回看公司业绩表现，梅雁吉祥2016年实现营收3.63亿元，同比增近五成；实现净利润为6820.67万元，同比增逾两倍,梅雁吉祥,1
10576,'停牌七个月的宣布以总价77.94亿元出售12.77%的股权，其中以46.76亿元的总价接手9000万股万达电影的股份，成为万达电影的第二大股东,万达电影,1
10601,1、具体的主体评级上调理由如下：(1)股份有限公司(16信地04等)：①公司地产销售业绩持续增长，尤其2017年前三季度，期间内信达地产实现签约销售金额153.27亿元，同比大幅增长，加之其较为充足的预收房款，在短期内为其经营业绩的增长提供了较好的保障；②信达地产母公司资产管理股份有限公司在项目资源获取和资本市场融资等方面持续给予其大力支持，信达地产同中国信达业务协同效应逐步显现，体现出了强大的竞争优势；③信达地产拟发行股份购买淮矿地产有限责任公司100%股权，截至目前，上述资产重组事项己取得重大进展，淮矿地产主要业务集中在安徽省、浙江省，若上述资产重组事项完成，将有利于信达地产深耕长三角，进一步改善资本结构，提高开发能力和持续发展能力，从而提升其品牌影响力及市场竞争力,信达地产,1
10604,从2017年12月1日至今，徐工机械股价涨幅达25%,徐工机械,1
10605,智飞生物研制的EC检测试剂可满足简单易行、灵敏、廉价的要求，潜在需求量很大,智飞生物,1
10608,中国动力作为中船重工集团动力类资产运作平台，通过重大资产重组，专业化运作，成为涵盖七大动力板块、技术门类全面的动力公司，并开展了内部中、低速柴油机业务重组整合工作,中国动力,1
10620,一是中国重工可节省约8亿元的财务费用；二是中国重工资产负债率下降10个百分点，中船重工资产负债率下降了5个百分点,中国重工,1
10629,具体来看，中国化学作为机构扎堆看好且上周市场表现突出的标的股，资金抢筹迹象明显，上周累计大单资金额为9153.09万元，居第一，对于该股，表示，下游产品价格走高拉动上游投资增加、控股股东顺利改制等多重利好因素，预计将为公司传统业务和新兴业务带来有力支撑，公司未来业绩有望持续向好,中国化学,1
10646,中国石化连涨3日累计上涨近7%最新数据显示，两市共有223只个股连续上涨超过三个交易日，15只个股连续上涨超过五个交易日，连涨天数最多的前三名分别是(000151)(8天)、(000532)(6天)、(002010)(6天),中国石化,1
10654,而华谊兄弟周涨幅也达到了13.54%，这也是该股一年来单周最大涨幅,华谊兄弟,1
10656,戈麦斯表示，太平洋投资管理公司投入“异常多的时间”评估中国，每个月都到中国评估其经济状况,太平洋,1
10663,上周，北京君正迎来了、天风证券等4家机构的登门拜访,北京君正,1
10669,值得一提的是，国元证券去年PB业务增长迅速,国元证券,1
10670,年报显示，海通证券2017年实现营业收入282.22亿元，同比增长0.75%；实现净利润86.18亿元，同比增长7.15%,海通证券,1
10671,值得关注的是，海通证券子公司实现收入178.22亿元，占比60%,海通证券,1
10714,4、国金证券：市场向好基础延续，成长“去伪存真”国金证券李立峰、魏雪、艾熊峰团队表示，刚刚过去的一周，风险偏好延续高位，全球主要权益类市场涨多跌少,国金证券,1
10732,公司大客户战略有序推进，以万科为核心的战略合作房地产公司数量达到60家，2017年工程类地板销量同比增长40%,万科,1
10735,我们认为，绿盟科技未来几年业绩的增长驱动力较为强劲,绿盟科技,1
10736,绿盟科技面向传统行业用户，包括面向运营商、金融企业的私有云、混合云的服务，提供整体的安全解决方案；同时与公有云SaaS合作，为中小客户提供云安全服务,绿盟科技,1
10739,大亚圣象拥有近3000家统一授权、统一形象的地板专卖店，“圣象”品牌价值已达345.68亿元，位居中国家居行业榜首,大亚圣象,1
10740,公司2018-20年持续发展高毛利率、高进入壁垒的三层和多层实木地板业务，同时内部管控效率持续提升，行业景气程度持续向好，大亚圣象业绩有望持续高增长,大亚圣象,1
10750,值得一提的是，去年4月，碧桂园就引入了中国平安作为战略合作伙伴，中国平安在市场、资金、物业管理等方面给予碧桂园支持,中国平安,1
10779,而二季度以来，亿纬锂能股价已经上涨了35.59%,亿纬锂能,1
10818,此前ST信通还曾推进重组，但因亿阳集团的债权债务纠纷涉及公司，重组最终终止,ST信通,1
10821,ST信通也同样获得了机构资金的青睐,ST信通,1
